num_attacks,board
53,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, 'Aircraft_Carrier', None, None], [None, None, None, None, None, None, None, 'Aircraft_Carrier', None, None], [None, None, None, None, None, None, None, 'Aircraft_Carrier', None, None], [None, None, None, None, None, None, None, 'Aircraft_Carrier', None, None], [None, None, None, None, None, None, None, 'Aircraft_Carrier', None, 'Destroyer'], ['Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None, None, None, 'Destroyer'], ['Cruiser', None, None, None, None, None, None, 'Submarine', 'Submarine', 'Submarine'], ['Cruiser', None, None, None, None, None, None, None, None, None], ['Cruiser', None, None, None, None, None, None, None, None, None]]"
50,"[[None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, None], [None, None, None, None, None, None, None, None, 'Submarine', None], [None, None, None, None, None, None, None, None, 'Submarine', None], [None, None, None, None, None, None, 'Battleship', None, 'Submarine', None], [None, None, None, None, None, None, 'Battleship', None, None, None], [None, None, None, None, None, None, 'Battleship', 'Destroyer', None, None], [None, None, None, None, None, None, 'Battleship', 'Destroyer', None, None], [None, None, None, None, None, None, None, None, None, None], [None, 'Cruiser', 'Cruiser', 'Cruiser', None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
41,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, 'Submarine', 'Submarine', 'Submarine', None, None, None, None], [None, None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None], [None, 'Cruiser', None, None, None, None, None, None, None, None], [None, 'Cruiser', None, None, None, None, 'Destroyer', 'Destroyer', None, None], [None, 'Cruiser', None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
40,"[[None, None, None, None, None, None, None, 'Cruiser', 'Cruiser', 'Cruiser'], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier'], [None, None, None, None, None, None, None, None, None, None], [None, None, None, 'Battleship', None, None, None, None, None, None], [None, None, None, 'Battleship', None, 'Submarine', None, 'Destroyer', None, None], [None, None, None, 'Battleship', None, 'Submarine', None, 'Destroyer', None, None], [None, None, None, 'Battleship', None, 'Submarine', None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
39,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, 'Aircraft_Carrier'], [None, None, None, None, None, None, None, None, None, 'Aircraft_Carrier'], [None, 'Cruiser', None, None, None, None, None, None, None, 'Aircraft_Carrier'], [None, 'Cruiser', None, None, None, None, None, None, None, 'Aircraft_Carrier'], [None, 'Cruiser', None, None, None, 'Destroyer', None, None, None, 'Aircraft_Carrier'], [None, None, None, None, None, 'Destroyer', None, None, None, None], [None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, 'Submarine', 'Submarine', 'Submarine', None, None, None, None]]"
63,"[[None, None, None, 'Destroyer', None, None, None, None, None, None], [None, None, None, 'Destroyer', None, None, None, None, None, None], [None, None, None, None, None, 'Battleship', None, None, None, None], [None, None, None, None, None, 'Battleship', None, None, None, None], [None, None, None, None, None, 'Battleship', None, None, None, None], [None, None, None, None, None, 'Battleship', None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Cruiser', 'Cruiser', 'Cruiser', None], [None, None, None, 'Submarine', 'Submarine', 'Submarine', None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
47,"[[None, 'Submarine', 'Submarine', 'Submarine', None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], ['Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, None, None, None], [None, None, 'Destroyer', 'Destroyer', None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, 'Cruiser', None], [None, None, None, None, None, None, None, None, 'Cruiser', None], [None, None, None, None, None, None, None, None, 'Cruiser', None]]"
44,"[[None, None, None, None, None, None, 'Aircraft_Carrier', None, None, None], [None, None, None, 'Submarine', 'Submarine', 'Submarine', 'Aircraft_Carrier', None, None, None], [None, None, None, None, None, None, 'Aircraft_Carrier', None, None, None], [None, None, None, None, None, None, 'Aircraft_Carrier', None, None, None], [None, None, 'Battleship', None, None, 'Destroyer', 'Aircraft_Carrier', None, None, None], [None, None, 'Battleship', None, None, 'Destroyer', None, None, None, None], [None, None, 'Battleship', None, None, None, None, None, None, None], [None, None, 'Battleship', None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', None]]"
41,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, None, None], [None, None, 'Submarine', None, None, None, None, None, None, None], [None, None, 'Submarine', None, None, 'Cruiser', None, None, None, None], [None, None, 'Submarine', None, None, 'Cruiser', None, None, None, None], ['Destroyer', None, None, None, None, 'Cruiser', None, None, None, None], ['Destroyer', None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
56,"[[None, None, None, 'Submarine', None, None, None, None, None, None], [None, None, None, 'Submarine', None, None, None, None, None, None], [None, None, None, 'Submarine', None, None, None, None, None, None], [None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, None, None], [None, None, None, None, None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship'], [None, None, None, None, None, 'Cruiser', None, None, None, None], [None, None, None, None, None, 'Cruiser', None, None, None, None], [None, None, None, None, None, 'Cruiser', None, None, None, None], ['Destroyer', None, None, None, None, None, None, None, None, None], ['Destroyer', None, None, None, None, None, None, None, None, None]]"
38,"[[None, None, None, None, 'Cruiser', None, 'Aircraft_Carrier', None, None, None], [None, None, None, None, 'Cruiser', None, 'Aircraft_Carrier', None, None, None], [None, None, None, None, 'Cruiser', None, 'Aircraft_Carrier', None, None, None], [None, None, None, 'Submarine', 'Submarine', 'Submarine', 'Aircraft_Carrier', None, None, None], [None, None, None, None, None, None, 'Aircraft_Carrier', None, None, None], [None, None, None, None, None, None, None, None, None, 'Destroyer'], [None, None, None, None, None, None, None, None, None, 'Destroyer'], [None, None, None, None, None, None, None, None, None, None], [None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
36,"[[None, None, None, None, None, None, None, None, 'Destroyer', None], [None, None, None, None, 'Submarine', 'Submarine', 'Submarine', None, 'Destroyer', None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 'Cruiser', None, None, None, None], [None, None, None, None, None, 'Cruiser', None, None, None, None], [None, None, None, None, None, 'Cruiser', None, None, None, None], [None, None, None, None, None, None, 'Battleship', None, None, None], [None, None, None, None, None, None, 'Battleship', None, None, None], [None, None, None, None, None, None, 'Battleship', None, None, None], [None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Battleship', None, None, None]]"
53,"[[None, None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, 'Destroyer', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None], [None, None, 'Destroyer', None, None, None, None, None, None, None], [None, None, None, None, 'Cruiser', None, None, None, None, None], [None, None, None, None, 'Cruiser', None, None, None, None, None], [None, None, None, None, 'Cruiser', None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, 'Submarine', 'Submarine', 'Submarine', None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
55,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier'], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 'Cruiser', None, 'Submarine', 'Submarine', 'Submarine'], [None, None, None, None, None, 'Cruiser', None, None, None, None], [None, None, None, None, None, 'Cruiser', None, 'Destroyer', None, None], [None, None, None, None, None, None, None, 'Destroyer', None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
45,"[[None, None, None, None, None, 'Destroyer', None, 'Battleship', None, None], ['Cruiser', None, None, None, None, 'Destroyer', None, 'Battleship', None, None], ['Cruiser', None, None, None, None, None, None, 'Battleship', None, None], ['Cruiser', 'Aircraft_Carrier', None, None, None, None, None, 'Battleship', None, None], [None, 'Aircraft_Carrier', None, None, None, None, 'Submarine', None, None, None], [None, 'Aircraft_Carrier', None, None, None, None, 'Submarine', None, None, None], [None, 'Aircraft_Carrier', None, None, None, None, 'Submarine', None, None, None], [None, 'Aircraft_Carrier', None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
47,"[[None, 'Submarine', 'Submarine', 'Submarine', None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], ['Destroyer', None, None, None, None, None, None, None, None, None], ['Destroyer', None, 'Cruiser', None, None, None, None, None, 'Aircraft_Carrier', None], [None, None, 'Cruiser', None, None, None, None, None, 'Aircraft_Carrier', None], [None, None, 'Cruiser', None, None, None, None, None, 'Aircraft_Carrier', None], [None, None, None, None, None, None, None, None, 'Aircraft_Carrier', None], [None, None, None, None, None, None, None, None, 'Aircraft_Carrier', None], [None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
40,"[[None, None, None, 'Destroyer', 'Destroyer', None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], ['Submarine', None, None, None, None, None, None, None, None, None], ['Submarine', None, None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None], ['Submarine', None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None], [None, None, None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
34,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, 'Submarine', None, None, None, None, None, None], ['Cruiser', 'Cruiser', 'Cruiser', 'Submarine', None, None, None, None, None, None], [None, None, None, 'Submarine', None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier'], [None, None, None, None, None, None, None, 'Battleship', None, None], [None, None, None, 'Destroyer', 'Destroyer', None, None, 'Battleship', None, None], [None, None, None, None, None, None, None, 'Battleship', None, None], [None, None, None, None, None, None, None, 'Battleship', None, None], [None, None, None, None, None, None, None, None, None, None]]"
42,"[[None, None, 'Submarine', None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None], [None, None, 'Submarine', None, None, None, None, None, None, None], [None, None, 'Submarine', None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, 'Cruiser', None, None], [None, None, None, None, None, None, None, 'Cruiser', None, None], [None, None, None, None, None, None, None, 'Cruiser', None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, 'Destroyer', 'Destroyer', None, None, None, None, None]]"
49,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], ['Cruiser', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, 'Destroyer', 'Destroyer', None], ['Cruiser', None, None, None, None, 'Battleship', None, None, None, None], ['Cruiser', None, None, None, None, 'Battleship', None, None, None, None], [None, 'Submarine', 'Submarine', 'Submarine', None, 'Battleship', None, None, None, None], [None, None, None, None, None, 'Battleship', None, None, None, None]]"
36,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, 'Destroyer', None, None], [None, None, None, None, None, None, None, 'Destroyer', None, None], [None, None, None, None, None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship'], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, 'Submarine', None, None], [None, None, 'Cruiser', 'Cruiser', 'Cruiser', None, None, 'Submarine', None, None], [None, None, None, None, None, None, None, 'Submarine', None, None], [None, None, None, None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier'], [None, None, None, None, None, None, None, None, None, None]]"
25,"[[None, None, None, 'Aircraft_Carrier', None, 'Battleship', None, None, None, None], [None, None, None, 'Aircraft_Carrier', None, 'Battleship', None, None, None, None], [None, None, None, 'Aircraft_Carrier', None, 'Battleship', None, None, None, None], [None, None, 'Submarine', 'Aircraft_Carrier', None, 'Battleship', None, None, None, None], [None, None, 'Submarine', 'Aircraft_Carrier', None, None, None, 'Destroyer', 'Destroyer', None], [None, None, 'Submarine', None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, 'Cruiser', None, None, None], [None, None, None, None, None, None, 'Cruiser', None, None, None], [None, None, None, None, None, None, 'Cruiser', None, None, None]]"
36,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, 'Aircraft_Carrier', None, None, None, None, None, None, None, None], [None, 'Aircraft_Carrier', None, None, 'Cruiser', 'Cruiser', 'Cruiser', None, None, None], [None, 'Aircraft_Carrier', None, None, None, None, None, None, None, None], [None, 'Aircraft_Carrier', None, None, None, None, None, None, None, None], ['Submarine', 'Aircraft_Carrier', None, None, None, None, 'Battleship', None, None, None], ['Submarine', None, None, None, 'Destroyer', 'Destroyer', 'Battleship', None, None, None], ['Submarine', None, None, None, None, None, 'Battleship', None, None, None], [None, None, None, None, None, None, 'Battleship', None, None, None]]"
20,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, 'Submarine', 'Destroyer', None, None, None, None, None, None, None], ['Battleship', 'Submarine', 'Destroyer', None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None], ['Battleship', 'Submarine', None, None, None, None, None, None, None, None], ['Battleship', None, None, None, None, None, None, 'Cruiser', None, None], ['Battleship', None, None, None, None, None, None, 'Cruiser', None, None], [None, None, None, None, None, None, None, 'Cruiser', None, None], [None, None, None, None, None, None, None, None, None, None]]"
42,"[[None, None, None, None, None, None, None, None, None, None], [None, 'Submarine', 'Submarine', 'Submarine', None, None, None, 'Destroyer', 'Destroyer', None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None], [None, None, 'Cruiser', None, None, None, None, None, None, None], [None, None, 'Cruiser', None, None, None, None, None, None, None], [None, None, 'Cruiser', None, None, None, None, None, None, None], [None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
45,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, 'Battleship', None], [None, None, None, None, None, None, None, None, 'Battleship', None], [None, None, None, None, None, None, 'Destroyer', 'Destroyer', 'Battleship', None], ['Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, None, 'Battleship', None], ['Submarine', None, None, None, None, None, None, None, None, None], ['Submarine', None, None, None, None, None, None, 'Cruiser', None, None], ['Submarine', None, None, None, None, None, None, 'Cruiser', None, None], [None, None, None, None, None, None, None, 'Cruiser', None, None]]"
53,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], ['Submarine', 'Submarine', 'Submarine', None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, 'Battleship', None, 'Destroyer', None, None, None, 'Aircraft_Carrier', None], [None, None, 'Battleship', None, 'Destroyer', None, None, None, 'Aircraft_Carrier', None], [None, None, 'Battleship', None, None, None, None, None, 'Aircraft_Carrier', None], [None, None, 'Battleship', None, None, 'Cruiser', 'Cruiser', 'Cruiser', 'Aircraft_Carrier', None], [None, None, None, None, None, None, None, None, 'Aircraft_Carrier', None]]"
53,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None], [None, None, None, None, None, None, None, None, 'Submarine', None], [None, None, None, None, None, None, None, None, 'Submarine', None], [None, None, None, None, None, None, None, None, 'Submarine', None], [None, None, None, None, 'Destroyer', None, 'Aircraft_Carrier', None, 'Cruiser', None], [None, None, None, None, 'Destroyer', None, 'Aircraft_Carrier', None, 'Cruiser', None], [None, None, None, None, None, None, 'Aircraft_Carrier', None, 'Cruiser', None], [None, None, None, None, None, None, 'Aircraft_Carrier', None, None, None], [None, None, None, None, None, None, 'Aircraft_Carrier', None, None, None]]"
26,"[[None, None, 'Destroyer', 'Destroyer', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, 'Battleship', None, 'Cruiser', 'Cruiser', 'Cruiser', None, None, None], [None, None, 'Battleship', None, None, None, None, None, None, None], [None, None, 'Battleship', None, None, None, None, None, None, None], [None, None, 'Battleship', None, None, None, None, None, None, None], [None, None, None, None, 'Submarine', None, None, None, None, None], [None, None, None, None, 'Submarine', None, None, None, None, None], [None, None, None, None, 'Submarine', None, None, None, None, None]]"
40,"[[None, None, None, 'Submarine', 'Submarine', 'Submarine', None, None, None, None], ['Destroyer', 'Destroyer', None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, 'Battleship'], [None, None, None, None, 'Aircraft_Carrier', None, None, None, None, 'Battleship'], [None, None, None, None, 'Aircraft_Carrier', None, 'Cruiser', None, None, 'Battleship'], [None, None, None, None, 'Aircraft_Carrier', None, 'Cruiser', None, None, 'Battleship'], [None, None, None, None, 'Aircraft_Carrier', None, 'Cruiser', None, None, None], [None, None, None, None, 'Aircraft_Carrier', None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
31,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, 'Destroyer', 'Destroyer', None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, 'Submarine', 'Submarine', 'Submarine', None, None, None, None], [None, None, 'Cruiser', None, None, None, None, None, None, None], [None, None, 'Cruiser', None, None, None, None, None, 'Battleship', None], [None, None, 'Cruiser', None, None, None, None, None, 'Battleship', None], [None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, 'Battleship', None], [None, None, None, None, None, None, None, None, 'Battleship', None]]"
44,"[['Submarine', 'Submarine', 'Submarine', None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, None], [None, None, None, None, None, None, None, None, None, 'Battleship'], [None, None, None, None, None, None, None, None, None, 'Battleship'], [None, None, None, None, None, None, None, None, 'Destroyer', 'Battleship'], [None, None, 'Cruiser', None, None, None, None, None, 'Destroyer', 'Battleship'], [None, None, 'Cruiser', None, None, None, None, None, None, None], [None, None, 'Cruiser', None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
43,"[[None, None, None, None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, 'Cruiser', None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier'], [None, None, None, 'Cruiser', None, None, None, None, None, None], [None, None, None, 'Cruiser', None, None, None, None, None, None], [None, None, None, None, None, None, None, 'Submarine', 'Submarine', 'Submarine'], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, 'Destroyer', None, None, None, None, None], [None, None, None, None, 'Destroyer', None, None, None, None, None]]"
33,"[['Aircraft_Carrier', None, None, None, None, None, None, None, None, None], ['Aircraft_Carrier', None, None, None, None, None, None, None, 'Destroyer', 'Destroyer'], ['Aircraft_Carrier', None, None, None, None, None, None, 'Submarine', None, None], ['Aircraft_Carrier', None, None, None, None, None, None, 'Submarine', None, None], ['Aircraft_Carrier', None, None, None, None, None, None, 'Submarine', None, None], [None, None, None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', None, None], [None, None, None, None, None, None, 'Battleship', None, None, None], [None, None, None, None, None, None, 'Battleship', None, None, None], [None, None, None, None, None, None, 'Battleship', None, None, None], [None, None, None, None, None, None, 'Battleship', None, None, None]]"
31,"[['Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None, None, None, None], [None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], ['Destroyer', 'Destroyer', None, None, None, None, None, None, None, None], [None, None, None, None, 'Submarine', 'Submarine', 'Submarine', None, None, None]]"
32,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, 'Aircraft_Carrier', None], [None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', 'Destroyer', None, 'Aircraft_Carrier', None], [None, None, None, None, None, None, 'Destroyer', None, 'Aircraft_Carrier', None], [None, None, None, None, None, None, None, None, 'Aircraft_Carrier', None], [None, None, None, None, None, None, None, None, 'Aircraft_Carrier', None], ['Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, 'Submarine', None, None, None], [None, None, None, None, None, None, 'Submarine', None, None, None], [None, None, None, None, None, None, 'Submarine', None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
42,"[[None, None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, 'Battleship'], ['Submarine', None, None, None, None, None, None, None, None, 'Battleship'], ['Submarine', None, None, None, None, None, None, None, None, 'Battleship'], ['Submarine', None, None, None, None, None, None, None, None, 'Battleship'], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, 'Cruiser', None, None, None, None, None], [None, 'Destroyer', 'Destroyer', None, 'Cruiser', None, None, None, None, None], [None, None, None, None, 'Cruiser', None, None, None, None, None]]"
37,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', 'Destroyer', None, None], [None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Destroyer', None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, 'Battleship', None, None, None, None, None, 'Submarine', None], [None, None, 'Battleship', None, None, None, None, None, 'Submarine', None], [None, None, 'Battleship', None, None, None, None, None, 'Submarine', None], [None, None, 'Battleship', None, None, None, None, None, None, None]]"
60,"[[None, None, None, None, 'Destroyer', 'Destroyer', None, None, None, None], [None, None, None, 'Submarine', 'Submarine', 'Submarine', None, None, None, 'Cruiser'], [None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None, 'Cruiser'], [None, None, None, None, None, None, None, None, None, 'Cruiser'], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], ['Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
36,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', 'Destroyer', 'Destroyer', None, 'Submarine'], [None, None, None, None, None, None, None, None, None, 'Submarine'], [None, None, 'Battleship', None, None, None, None, None, None, 'Submarine'], [None, None, 'Battleship', None, None, None, None, None, None, None], [None, None, 'Battleship', None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier'], [None, None, 'Battleship', None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
67,"[[None, 'Battleship', None, None, None, None, None, 'Submarine', 'Aircraft_Carrier', None], [None, 'Battleship', None, None, None, None, None, 'Submarine', 'Aircraft_Carrier', None], [None, 'Battleship', None, None, None, None, None, 'Submarine', 'Aircraft_Carrier', None], [None, 'Battleship', None, None, None, None, None, None, 'Aircraft_Carrier', None], [None, None, 'Destroyer', 'Destroyer', None, None, None, None, 'Aircraft_Carrier', None], [None, None, None, 'Cruiser', None, None, None, None, None, None], [None, None, None, 'Cruiser', None, None, None, None, None, None], [None, None, None, 'Cruiser', None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
